participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.treatment,participant.game,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.treatments_human,session.config.name,session.config.real_world_currency_per_point,session.config.use_browser_bots,session.config.participation_fee,session.config.treatments_robot,session.config.test,introduction.1.player.id_in_group,introduction.1.player.role,introduction.1.player.payoff,introduction.1.player.prolific_ID,introduction.1.group.id_in_subsession,introduction.1.subsession.round_number,assignment.1.player.id_in_group,assignment.1.player.role,assignment.1.player.payoff,assignment.1.group.id_in_subsession,assignment.1.subsession.round_number,dictator_robot.1.player.id_in_group,dictator_robot.1.player.role,dictator_robot.1.player.payoff,dictator_robot.1.player.treatment,dictator_robot.1.player.kept,dictator_robot.1.group.id_in_subsession,dictator_robot.1.subsession.round_number,trust_robot_firstmover_strategy.1.player.id_in_group,trust_robot_firstmover_strategy.1.player.role,trust_robot_firstmover_strategy.1.player.payoff,trust_robot_firstmover_strategy.1.player.treatment,trust_robot_firstmover_strategy.1.player.sent_amount,trust_robot_firstmover_strategy.1.player.sent_back_amount,trust_robot_firstmover_strategy.1.player.sent_back0,trust_robot_firstmover_strategy.1.player.sent_back1,trust_robot_firstmover_strategy.1.player.sent_back2,trust_robot_firstmover_strategy.1.player.sent_back3,trust_robot_firstmover_strategy.1.player.sent_back4,trust_robot_firstmover_strategy.1.player.sent_back5,trust_robot_firstmover_strategy.1.player.rmse,trust_robot_firstmover_strategy.1.group.id_in_subsession,trust_robot_firstmover_strategy.1.subsession.round_number,trust_robot_secondmover.1.player.id_in_group,trust_robot_secondmover.1.player.role,trust_robot_secondmover.1.player.payoff,trust_robot_secondmover.1.player.treatment,trust_robot_secondmover.1.player.sent_amount,trust_robot_secondmover.1.player.send_back_belief,trust_robot_secondmover.1.player.sent_back_amount,trust_robot_secondmover.1.player.rmse,trust_robot_secondmover.1.group.id_in_subsession,trust_robot_secondmover.1.subsession.round_number,ultimatum_robot_proposer_strategy.1.player.id_in_group,ultimatum_robot_proposer_strategy.1.player.role,ultimatum_robot_proposer_strategy.1.player.payoff,ultimatum_robot_proposer_strategy.1.player.treatment,ultimatum_robot_proposer_strategy.1.player.offer,ultimatum_robot_proposer_strategy.1.player.accept_minimum,ultimatum_robot_proposer_strategy.1.player.accept,ultimatum_robot_proposer_strategy.1.player.rmse,ultimatum_robot_proposer_strategy.1.group.id_in_subsession,ultimatum_robot_proposer_strategy.1.subsession.round_number,ultimatum_robot_responder_strategy.1.player.id_in_group,ultimatum_robot_responder_strategy.1.player.role,ultimatum_robot_responder_strategy.1.player.payoff,ultimatum_robot_responder_strategy.1.player.treatment,ultimatum_robot_responder_strategy.1.player.offer,ultimatum_robot_responder_strategy.1.player.belief_minimum,ultimatum_robot_responder_strategy.1.player.accept_minimum,ultimatum_robot_responder_strategy.1.player.accept,ultimatum_robot_responder_strategy.1.player.rmse,ultimatum_robot_responder_strategy.1.group.id_in_subsession,ultimatum_robot_responder_strategy.1.subsession.round_number,final_results.1.player.id_in_group,final_results.1.player.role,final_results.1.player.payoff,final_results.1.group.id_in_subsession,final_results.1.subsession.round_number,survey.1.player.id_in_group,survey.1.player.role,survey.1.player.payoff,survey.1.player.what_happens_with_payoffs,survey.1.player.age,survey.1.player.gender,survey.1.player.degree,survey.1.player.field_of_study,survey.1.player.employment,survey.1.player.familiarity,survey.1.player.confidence,survey.1.group.id_in_subsession,survey.1.subsession.round_number,final_screen.1.player.id_in_group,final_screen.1.player.role,final_screen.1.player.payoff,final_screen.1.group.id_in_subsession,final_screen.1.subsession.round_number,dictator_human.1.player.id_in_group,dictator_human.1.player.role,dictator_human.1.player.payoff,dictator_human.1.group.id_in_subsession,dictator_human.1.group.kept,dictator_human.1.subsession.round_number,trust_human_strategy.1.player.id_in_group,trust_human_strategy.1.player.role,trust_human_strategy.1.player.payoff,trust_human_strategy.1.player.sent_back0,trust_human_strategy.1.player.sent_back1,trust_human_strategy.1.player.sent_back2,trust_human_strategy.1.player.sent_back3,trust_human_strategy.1.player.sent_back4,trust_human_strategy.1.player.sent_back5,trust_human_strategy.1.group.id_in_subsession,trust_human_strategy.1.group.treatment,trust_human_strategy.1.group.sent_amount,trust_human_strategy.1.group.send_back_belief,trust_human_strategy.1.group.sent_back_amount,trust_human_strategy.1.subsession.round_number,ultimatum_human_strategy.1.player.id_in_group,ultimatum_human_strategy.1.player.role,ultimatum_human_strategy.1.player.payoff,ultimatum_human_strategy.1.group.id_in_subsession,ultimatum_human_strategy.1.group.treatment,ultimatum_human_strategy.1.group.offer,ultimatum_human_strategy.1.group.belief_minimum,ultimatum_human_strategy.1.group.accept_minimum,ultimatum_human_strategy.1.group.accept,ultimatum_human_strategy.1.subsession.round_number
198,r0jjq8im,5cba1809102bd400130c19e7,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:41.029381,1,,,0.0,no info,ultimatum_robot_responder,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,198,,0.0,5cba1809102bd400130c19e7,1,1,1,,0.0,119,1,198,,0.0,,,1,1,198,,0.0,,,,,,,,,,,1,1,198,,0.0,,,,,,1,1,198,,0.0,,,,,,1,1,198,,0.0,no info,10.0,0.0,3.0,0,1.7320508075688772,1,1,198,,0.0,1,1,198,,0.0,The get paid,44,female,3,other,full,0,2,1,1,198,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,pskpfevt,56435b83942576000a66eb5d,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:42.696556,1,,,14.0,machine earns,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,199,,0.0,56435b83942576000a66eb5d,1,1,1,,0.0,102,1,199,,0.0,,,1,1,199,,14.0,machine earns,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1,199,,0.0,,,,,,1,1,199,,0.0,,,,,,1,1,199,,0.0,,,,,,,1,1,199,,0.0,1,1,199,,0.0,"nothing, they did not exists",43,male,2,other,full,1,3,1,1,199,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,h98kulwe,5a94c0b7b5e2110001c6891e,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:42.982734,1,,,14.0,burned,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,200,,0.0,5a94c0b7b5e2110001c6891e,1,1,1,,0.0,103,1,200,,0.0,,,1,1,200,,14.0,burned,4.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,1.4142135623730951,1,1,200,,0.0,,,,,,1,1,200,,0.0,,,,,,1,1,200,,0.0,,,,,,,1,1,200,,0.0,1,1,200,,0.0,"The other participant takes the payout, then figures to deposit it back into the next round, usually equal to the payout.",48,male,2,engineer,full,3,3,1,1,200,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,nv5spjcr,60cac6e750602e711ed5efc6,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:43.215274,1,,,14.0,burned,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,201,,0.0,60cac6e750602e711ed5efc6,1,1,1,,0.0,108,1,201,,0.0,,,1,1,201,,0.0,,,,,,,,,,,1,1,201,,14.0,burned,5.0,10.0,10.0,5.918426968188235,1,1,201,,0.0,,,,,,1,1,201,,0.0,,,,,,,1,1,201,,0.0,1,1,201,,0.0,The points were tripled before getting to them,31,female,1,na,no,1,3,1,1,201,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,dgnp7fra,5cdad620eae6f70019d4e950,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:43.670366,1,,,12.0,programmer,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,202,,0.0,5cdad620eae6f70019d4e950,1,1,1,,0.0,106,1,202,,0.0,,,1,1,202,,12.0,programmer,4.0,5.0,0.0,2.0,4.0,5.0,5.0,7.0,2.23606797749979,1,1,202,,0.0,,,,,,1,1,202,,0.0,,,,,,1,1,202,,0.0,,,,,,,1,1,202,,0.0,1,1,202,,0.0,They are given a higher amount,32,male,2,other,full,3,3,1,1,202,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,kec9iizf,5dc46e9d28e0d544cb8248aa,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:43.773980,1,,,7.0,programmer,dictator_robot,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,203,,0.0,5dc46e9d28e0d544cb8248aa,1,1,1,,0.0,101,1,203,,7.0,programmer,7.0,1,1,203,,0.0,,,,,,,,,,,1,1,203,,0.0,,,,,,1,1,203,,0.0,,,,,,1,1,203,,0.0,,,,,,,1,1,203,,0.0,1,1,203,,0.0,Nothing.,29,male,3,econ,full,2,2,1,1,203,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,zp244yqk,5e0aa9378f1faf32c47f560c,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:43.952822,1,,,10.0,burned,dictator_robot,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,204,,0.0,5e0aa9378f1faf32c47f560c,1,1,1,,0.0,99,1,204,,10.0,burned,10.0,1,1,204,,0.0,,,,,,,,,,,1,1,204,,0.0,,,,,,1,1,204,,0.0,,,,,,1,1,204,,0.0,,,,,,,1,1,204,,0.0,1,1,204,,0.0,They won’t receive them,32,male,2,other,full,1,0,1,1,204,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,ma7xio33,61723191b52d2b9d845f433e,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:44.400797,1,,,8.0,programmer,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,205,,0.0,61723191b52d2b9d845f433e,1,1,2,,0.0,106,1,205,,0.0,,,1,1,205,,8.0,programmer,3.0,6.0,0.0,2.0,4.0,6.0,8.0,10.0,1.0,1,1,205,,0.0,,,,,,1,1,205,,0.0,,,,,,1,1,205,,0.0,,,,,,,1,1,205,,0.0,1,1,205,,0.0,decides to give more or less on past experience,32,male,1,na,no,0,2,1,1,205,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,ze23cpmy,5c3fb71b36052e00016bb1a6,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:45.132807,1,,,9.0,token,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,206,,0.0,5c3fb71b36052e00016bb1a6,1,1,1,,0.0,105,1,206,,0.0,,,1,1,206,,9.0,token,4.0,8.0,2.0,4.0,5.0,7.0,8.0,10.0,1.4142135623730951,1,1,206,,0.0,,,,,,1,1,206,,0.0,,,,,,1,1,206,,0.0,,,,,,,1,1,206,,0.0,1,1,206,,0.0,they go to a different participant (not the computer),51,female,2,psych,part,1,2,1,1,206,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,r68gvsu0,5fdc1918bc4c4d156d95cf5e,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:45.495560,1,,,0.0,machine earns,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,207,,0.0,5fdc1918bc4c4d156d95cf5e,1,1,2,,0.0,102,1,207,,0.0,,,1,1,207,,0.0,machine earns,4.0,17.0,5.0,8.0,11.0,14.0,17.0,20.0,1.7320508075688772,1,1,207,,0.0,,,,,,1,1,207,,0.0,,,,,,1,1,207,,0.0,,,,,,,1,1,207,,0.0,1,1,207,,0.0,I'm really not sure.,29,male,2,other,full,3,4,1,1,207,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,g3ec1hzk,6060cc2bf9ba38d90b1a6f12,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:45.824101,1,,,11.0,no info,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,208,,0.0,6060cc2bf9ba38d90b1a6f12,1,1,1,,0.0,104,1,208,,0.0,,,1,1,208,,11.0,no info,4.0,6.0,0.0,1.0,4.0,5.0,6.0,8.0,2.23606797749979,1,1,208,,0.0,,,,,,1,1,208,,0.0,,,,,,1,1,208,,0.0,,,,,,,1,1,208,,0.0,1,1,208,,0.0,I think the payoffs earned by the other participant (computer) are put towards the lottery.,19,male,1,other,no,1,0,1,1,208,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,t5kp5fjk,610b57f552e3982da159f85f,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:45.891777,1,,,10.0,burned,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,209,,0.0,610b57f552e3982da159f85f,1,1,2,,0.0,103,1,209,,0.0,,,1,1,209,,10.0,burned,4.0,7.0,2.0,4.0,5.0,7.0,7.0,10.0,1.7320508075688772,1,1,209,,0.0,,,,,,1,1,209,,0.0,,,,,,1,1,209,,0.0,,,,,,,1,1,209,,0.0,1,1,209,,0.0,the other participant gets to keep the points and earns more money,21,female,1,psych,part,0,2,1,1,209,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,mq0gv7x5,5d96eeed1998fb00177f6b71,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:47.039302,1,,,10.0,token,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,210,,0.0,5d96eeed1998fb00177f6b71,1,1,2,,0.0,105,1,210,,0.0,,,1,1,210,,10.0,token,4.0,7.0,3.0,4.0,5.0,6.0,7.0,8.0,2.23606797749979,1,1,210,,0.0,,,,,,1,1,210,,0.0,,,,,,1,1,210,,0.0,,,,,,,1,1,210,,0.0,1,1,210,,0.0,they get a bonus,24,female,2,other,no,1,2,1,1,210,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,fn0nbb1j,5dd33bd8f01cbe3350807cf6,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:47.208910,1,,,10.0,programmer,dictator_robot,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,211,,0.0,5dd33bd8f01cbe3350807cf6,1,1,2,,0.0,101,1,211,,10.0,programmer,10.0,1,1,211,,0.0,,,,,,,,,,,1,1,211,,0.0,,,,,,1,1,211,,0.0,,,,,,1,1,211,,0.0,,,,,,,1,1,211,,0.0,1,1,211,,0.0,Ppp look aced into another pot,40,male,2,other_social,no,1,2,1,1,211,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,p4gcqpms,60fd84bd019682124d96c178,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:47.332113,1,,,5.0,burned,ultimatum_robot_proposer,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,212,,0.0,60fd84bd019682124d96c178,1,1,2,,0.0,113,1,212,,0.0,,,1,1,212,,0.0,,,,,,,,,,,1,1,212,,0.0,,,,,,1,1,212,,5.0,burned,5.0,5.0,1,2.23606797749979,1,1,212,,0.0,,,,,,,1,1,212,,0.0,1,1,212,,0.0,it goes back into the pot to be paid to others who take the survey,48,female,2,other,no,0,2,1,1,212,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,03krq8m6,6102dd96720f21dbed44ec01,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:49.116188,1,,,10.0,burned,dictator_robot,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,213,,0.0,6102dd96720f21dbed44ec01,1,1,2,,0.0,99,1,213,,10.0,burned,10.0,1,1,213,,0.0,,,,,,,,,,,1,1,213,,0.0,,,,,,1,1,213,,0.0,,,,,,1,1,213,,0.0,,,,,,,1,1,213,,0.0,1,1,213,,0.0,If it's a computer participant then nothing happens.,27,female,2,other,full,1,2,1,1,213,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,12m6a8jc,5e79437d60e3c14ed20cc894,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:49.124540,1,,,10.0,no info,dictator_robot,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,214,,0.0,5e79437d60e3c14ed20cc894,1,1,1,,0.0,100,1,214,,10.0,no info,10.0,1,1,214,,0.0,,,,,,,,,,,1,1,214,,0.0,,,,,,1,1,214,,0.0,,,,,,1,1,214,,0.0,,,,,,,1,1,214,,0.0,1,1,214,,0.0,not affected,28,male,4,med,full,1,2,1,1,214,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,8edirc8e,614672e2a81f859693652d62,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:49.238201,1,,,14.0,burned,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,215,,0.0,614672e2a81f859693652d62,1,1,2,,0.0,108,1,215,,0.0,,,1,1,215,,0.0,,,,,,,,,,,1,1,215,,14.0,burned,1.0,3.0,10.0,4.346134936801766,1,1,215,,0.0,,,,,,1,1,215,,0.0,,,,,,,1,1,215,,0.0,1,1,215,,0.0,"As the study made clear, the ""other participant"" was a computer, meaning that the points sent to it were ""squandered"" and will go nowhere.",21,other,2,psych,full,3,2,1,1,215,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,ariya16z,610ad7c325529b36c4598cf4,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:49.972304,1,,,10.0,no info,dictator_robot,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,216,,0.0,610ad7c325529b36c4598cf4,1,1,2,,0.0,100,1,216,,10.0,no info,10.0,1,1,216,,0.0,,,,,,,,,,,1,1,216,,0.0,,,,,,1,1,216,,0.0,,,,,,1,1,216,,0.0,,,,,,,1,1,216,,0.0,1,1,216,,0.0,They don't go anywhere,29,female,2,other,full,0,2,1,1,216,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,x1giuz6w,6108217efa3a9be841a44bb1,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:52.756549,1,,,15.0,no info,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,217,,0.0,6108217efa3a9be841a44bb1,1,1,2,,0.0,104,1,217,,0.0,,,1,1,217,,15.0,no info,4.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.4142135623730951,1,1,217,,0.0,,,,,,1,1,217,,0.0,,,,,,1,1,217,,0.0,,,,,,,1,1,217,,0.0,1,1,217,,0.0,It is probably money saved by the researcher.,26,female,3,other,full,0,2,1,1,217,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,j336mq0s,5f0e9896f5e4e11e12c8f5ac,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:42:55.689863,1,,,9.0,machine earns,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,218,,0.0,5f0e9896f5e4e11e12c8f5ac,1,1,1,,0.0,107,1,218,,0.0,,,1,1,218,,0.0,,,,,,,,,,,1,1,218,,9.0,machine earns,2.0,2.0,6.0,4.27525177946022,1,1,218,,0.0,,,,,,1,1,218,,0.0,,,,,,,1,1,218,,0.0,1,1,218,,0.0,I think that the other participant keeps their payoffs and are paid to them.,23,male,1,other,full,3,2,1,1,218,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,lax0ugkf,5ce4150a8ea1c40019a7cebe,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:43:00.258293,1,,,9.0,machine earns,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,219,,0.0,5ce4150a8ea1c40019a7cebe,1,1,2,,0.0,107,1,219,,0.0,,,1,1,219,,0.0,,,,,,,,,,,1,1,219,,9.0,machine earns,2.0,2.0,6.0,5.041494487418058,1,1,219,,0.0,,,,,,1,1,219,,0.0,,,,,,,1,1,219,,0.0,1,1,219,,0.0,They keep them.,41,female,2,other,full,2,2,1,1,219,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,rwe8gd2d,6088acc5decc809dbe82850b,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:43:00.580555,1,,,11.0,no info,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,220,,0.0,6088acc5decc809dbe82850b,1,1,1,,0.0,109,1,220,,0.0,,,1,1,220,,0.0,,,,,,,,,,,1,1,220,,11.0,no info,5.0,8.0,9.0,5.444160990353692,1,1,220,,0.0,,,,,,1,1,220,,0.0,,,,,,,1,1,220,,0.0,1,1,220,,0.0,I would assume that the other participants would spend them accordingly.,50,male,2,other,full,3,3,1,1,220,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,0jgb6bzq,60dbc09cc576a008f412e077,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:43:01.909356,1,,,11.0,no info,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,221,,0.0,60dbc09cc576a008f412e077,1,1,2,,0.0,109,1,221,,0.0,,,1,1,221,,0.0,,,,,,,,,,,1,1,221,,11.0,no info,2.0,3.0,8.0,5.423713365090993,1,1,221,,0.0,,,,,,1,1,221,,0.0,,,,,,,1,1,221,,0.0,1,1,221,,0.0,"I am not sure. They earned based off someone else, so maybe they in turn do the same for the next recipient. ",42,male,2,other,full,4,4,1,1,221,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,endf09b0,5af5262f1b55800001f4a418,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:43:03.220737,1,,,5.0,token,ultimatum_robot_proposer,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,222,,0.0,5af5262f1b55800001f4a418,1,1,1,,0.0,115,1,222,,0.0,,,1,1,222,,0.0,,,,,,,,,,,1,1,222,,0.0,,,,,,1,1,222,,5.0,token,5.0,3.0,1,2.6457513110645907,1,1,222,,0.0,,,,,,,1,1,222,,0.0,1,1,222,,0.0,they are paid that amount,48,female,2,other,full,3,3,1,1,222,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,zdd10zel,60b81f5f9e32d170d3ab805e,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:43:03.813857,1,,,4.0,programmer,ultimatum_robot_proposer,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,223,,0.0,60b81f5f9e32d170d3ab805e,1,1,2,,0.0,116,1,223,,0.0,,,1,1,223,,0.0,,,,,,,,,,,1,1,223,,0.0,,,,,,1,1,223,,4.0,programmer,6.0,0.0,1,0.0,1,1,223,,0.0,,,,,,,1,1,223,,0.0,1,1,223,,0.0,They will have an equal amount of pay as that of me.,51,female,2,other_social,part,3,3,1,1,223,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2iuu4i1z,5f87d9bfc31a1322cfc32cbd,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:43:05.209038,1,,,11.0,token,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,224,,0.0,5f87d9bfc31a1322cfc32cbd,1,1,1,,0.0,110,1,224,,0.0,,,1,1,224,,0.0,,,,,,,,,,,1,1,224,,11.0,token,3.0,6.0,8.0,5.520165053893065,1,1,224,,0.0,,,,,,1,1,224,,0.0,,,,,,,1,1,224,,0.0,1,1,224,,0.0,Not sure but they might get less if I get more.,36,female,2,econ,part,3,4,1,1,224,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,vrq6xg3r,55f244e632af740012170458,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:43:05.781803,1,,,9.0,programmer,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,225,,0.0,55f244e632af740012170458,1,1,1,,0.0,111,1,225,,0.0,,,1,1,225,,0.0,,,,,,,,,,,1,1,225,,9.0,programmer,5.0,10.0,8.0,5.479760740924532,1,1,225,,0.0,,,,,,1,1,225,,0.0,,,,,,,1,1,225,,0.0,1,1,225,,0.0,It is kept by the researchers,40,male,3,econ,full,1,3,1,1,225,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,v2x7olsb,5f6a4e9f9b08d50eef23534d,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:43:07.085029,1,,,5.0,machine earns,ultimatum_robot_responder,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,226,,0.0,5f6a4e9f9b08d50eef23534d,1,1,1,,0.0,117,1,226,,0.0,,,1,1,226,,0.0,,,,,,,,,,,1,1,226,,0.0,,,,,,1,1,226,,0.0,,,,,,1,1,226,,5.0,machine earns,5.0,5.0,3.0,1,1.4142135623730951,1,1,226,,0.0,1,1,226,,0.0,i dont know,22,male,2,engineer,part,3,4,1,1,226,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,tta7r9d7,5fdca41ecb769722e2266d8a,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:43:07.771538,1,,,0.0,machine earns,ultimatum_robot_proposer,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,227,,0.0,5fdca41ecb769722e2266d8a,1,1,1,,0.0,112,1,227,,0.0,,,1,1,227,,0.0,,,,,,,,,,,1,1,227,,0.0,,,,,,1,1,227,,0.0,machine earns,5.0,10.0,0,2.449489742783178,1,1,227,,0.0,,,,,,,1,1,227,,0.0,1,1,227,,0.0,"The computer keeps nothing, the participant keeps what is earned",56,female,1,na,full,3,4,1,1,227,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,159nx2l4,5fc4868e1e58465b64455779,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:43:08.334466,1,,,3.0,token,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,228,,0.0,5fc4868e1e58465b64455779,1,1,2,,0.0,110,1,228,,0.0,,,1,1,228,,0.0,,,,,,,,,,,1,1,228,,3.0,token,5.0,10.0,3.0,4.740487551109297,1,1,228,,0.0,,,,,,1,1,228,,0.0,,,,,,,1,1,228,,0.0,1,1,228,,0.0,I think they are added to their Prolific account as a bonus,40,male,2,other,full,3,3,1,1,228,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,b7o3fdks,5f80bc44efa2c013099af460,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:43:10.811686,1,,,7.0,programmer,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,229,,0.0,5f80bc44efa2c013099af460,1,1,2,,0.0,111,1,229,,0.0,,,1,1,229,,0.0,,,,,,,,,,,1,1,229,,7.0,programmer,5.0,10.0,7.0,3.912231531435167,1,1,229,,0.0,,,,,,1,1,229,,0.0,,,,,,,1,1,229,,0.0,1,1,229,,0.0,"Don't know, maybe just kept/not paid out by the research (doubling as the ""programmer"")",31,male,3,other,full,3,3,1,1,229,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
